dataset;relative;absolute;naive_occurrences;deletion_occurrences;projection_occurrences;naive_size;deletion_size;projection_size;num;abs;perfect;reject_naive;reject_deletion;reject_projection;deletion_rate;projection_rate;naive_auc;deletion_auc;projection_auc
T40I10D100K.bin;1;97182;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;97182;97182;1;0.008002776;0;0.000203713;0;0;0;0
T40I10D100K.bin;0.95;92323;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;92322;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.90000004;87464;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;87463;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.85;82605;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;82604;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.8;77746;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;77745;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.75;72887;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;72886;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.7;68028;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;68027;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.65000004;63169;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;63168;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.6;58310;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;58309;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.55;53451;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;53450;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.5;48591;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;48591;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.45000002;43732;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;43731;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.4;38873;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;38872;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.35;34014;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;34013;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.3;29155;4.31E+23;97966;97182;3848543;784;0;T40I10D100K.num;29154;97182;1;0.008002776;0;0.000203713;0;0.05;0.000400139;0
T40I10D100K.bin;0.25;24296;4.31E+23;126079;125116;3848543;28718;0;T40I10D100K.num;24295;125116;1;0.007638068;0;0.007462045;0;0.05;0.000391021;0
T40I10D100K.bin;0.2;19437;4.31E+23;276833;209516;3848543;113118;0;T40I10D100K.num;19436;209516;1;0.243168264;0;0.029392422;0;0.05;0.006270158;0
T40I10D100K.bin;0.15;14578;4.31E+23;2698390;442961;3848543;346563;0;T40I10D100K.num;14577;442961;1;0.835842484;0;0.090050442;0;0.05;0.026975269;0
T40I10D100K.bin;0.1;9719;4.31E+23;8.16E+09;1174870;3848543;1078472;0;T40I10D100K.num;9718;1174870;1;0.999856042;0;0.280228648;0;0.05;0.045892463;0
T40I10D100K.bin;0.05;4860;4.31E+23;2.06E+17;2745243;3848543;2559397;84927;T40I10D100K.num;4859;2740722;1;1;0.001646849;0.665030117;0.022067312;0.075;0.074996401;8.23424E-05
